小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
万年花城四期,2017.08.21 ,646万,67131,673,81,3,37,24,1355,2室1厅1厨1卫,中楼层,27,96.23,暂无数据,78.83,塔楼,南,2008,精装,钢混结构,集中供暖,三梯十户,70年,有,101101648980,商品房,2017-06-01,普通住宅,满五年,非共有,646,67131,2017-08-21
世纪金色嘉园,2017.08.21 ,745万,59198,870,274,7,19,42,8414,2室2厅1厨2卫,底层,28,125.85,暂无数据,107.99,塔楼,西北,2003,精装,钢混结构,自供暖,三梯十二户,70年,有,101100865007,私产,2016-11-20,普通住宅,满五年,非共有,745,59198,2017-08-21
星河城东区,2017.08.21 ,760万,68389,799,76,2,242,247,23839,2室1厅1厨1卫,顶层,11,111.13,暂无数据,95.54,板楼,南 北,2007,其他,钢混结构,集中供暖,一梯三户,70年,有,101101670646,商品房,2017-06-07,普通住宅,满五年,非共有,760,68389,2017-08-21
建邦枫景,2017.08.21 ,425万,53805,434,11,0,0,0,暂无数据,2室1厅1厨1卫,中楼层,22,78.99,平层,暂无数据,板塔结合,东南,2010,其他,钢混结构,集中供暖,两梯六户,70年,有,101101932171,限价商品房,2017-08-10,普通住宅,暂无数据,暂无数据,425,53805,2017-08-21
2室1厅,2017.08.21 ,445万,50488,525,97,2,13,2,98,2室1厅1厨1卫,中楼层,18,88.14,暂无数据,72.58,板塔结合,南 北,2009,简装,未知,自供暖,暂无数据,未知,无,101101589237,暂无数据,2017-05-16,暂无数据,满五年,非共有,445,50488,2017-08-21
天伦锦城,2017.08.21 ,310万,49191,350,48,0,28,0,暂无数据,1室1厅1厨1卫,底层,12,63.02,暂无数据,52.76,板楼,南,2010,精装,钢混结构,自供暖,一梯四户,70年,有,101101774824,商品房,2017-07-04,普通住宅,满五年,非共有,310,49191,2017-08-21
崔村一里,2017.08.21 ,209万,39434,213,2,0,4,29,1142,2室1厅1厨1卫,中楼层,5,53,暂无数据,暂无数据,暂无数据,南,未知,精装,混合结构,暂无数据,一梯一户,未知,暂无数据,101101970811,已购公房,2017-08-19,普通住宅,满五年,非共有,209,39434,2017-08-21
晓月新苑,2017.08.21 ,239万,47973,255,19,0,1,0,暂无数据,1室0厅1厨1卫,中楼层,21,49.82,暂无数据,38.54,板塔结合,南,2007,其他,钢混结构,自供暖,两梯五户,70年,有,101101898480,商品房,2017-08-03,普通住宅,暂无数据,暂无数据,239,47973,2017-08-21
gogo新世代,2017.08.21 ,289万,62298,310,177,7,16,0,289,1室1厅1厨1卫,高楼层,30,46.39,平层,35.32,塔楼,西,2005,精装,钢混结构,自供暖,三梯二十一户,70年,有,101101234957,商品房,2017-02-25,普通住宅,暂无数据,非共有,289,62298,2017-08-21
洋桥西里,2017.08.21 ,348万,60946,360,98,2,44,139,8026,2室1厅1厨1卫,低楼层,6,57.1,暂无数据,暂无数据,板楼,南 北,1990,精装,砖混结构,集中供暖,一梯三户,70年,无,101101586674,商品房,2017-05-15,普通住宅,满五年,非共有,348,60946,2017-08-21
