小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）,行政区
石榴园北里小区,2017.08.10 ,449万,52527,470,7,0,1,0,暂无数据,3室1厅1厨1卫,中楼层,18,85.48,平层,暂无数据,塔楼,西南 北,1998,精装,钢混结构,集中供暖,两梯八户,70年,有,101101903481,商品房,2017-08-04,普通住宅,暂无数据,共有,449,52527,2017-08-10,,,,,,,,,,,,,,,,丰台
康泽园,2017.08.10 ,280万,55933,305,29,1,14,0,暂无数据,1室1厅1厨1卫,低楼层,6,50.06,暂无数据,43.3,板楼,西,2000,简装,混合结构,集中供暖,一梯四户,70年,无,101101809355,商品房,2017-07-13,普通住宅,满两年,共有,280,55933,2017-08-10,141,28167,2014-10-23,,,,,,,,,,,,,丰台
三环新城8号院,2017.08.10 ,545万,56483,575,64,1,39,82,5094,2室1厅1厨1卫,低楼层,22,96.49,暂无数据,80.03,板楼,南 北,2006,精装,钢混结构,自供暖,两梯四户,70年,有,101101674095,商品房,2017-06-07,普通住宅,满两年,非共有,545,56483,2017-08-10,,,,,,,,,,,,,,,,丰台
珠江骏景北区,2017.08.09 ,243万,48148,303,63,2,6,0,2,1室0厅1厨1卫,高楼层,18,50.47,平层,40.18,塔楼,北,2004,简装,钢混结构,集中供暖,两梯十六户,70年,有,101101675021,商品房,2017-06-08,普通住宅,满五年,非共有,243,48148,2017-08-09,,,,,,,,,,,,,,,,丰台
卢西嘉园,2017.08.09 ,327万,40476,342,78,2,7,41,3834,2室1厅1厨1卫,中楼层,6,80.79,暂无数据,72.25,板楼,南 北,2004,精装,钢混结构,暂无数据,一梯两户,未知,暂无数据,101101616276,商品房,2017-05-24,普通住宅,满五年,非共有,327,40476,2017-08-09,,,,,,,,,,,,,,,,丰台
糖人街,2017.08.09 ,538万,67377,620,67,1,47,70,4946,2室1厅1厨1卫,中楼层,24,79.85,暂无数据,60.99,塔楼,东南,2004,精装,钢混结构,集中供暖,三梯十二户,70年,有,101101659536,商品房,2017-06-04,普通住宅,满五年,非共有,538,67377,2017-08-09,,,,,,,,,,,,,,,,丰台
望园东里,2017.08.09 ,560万,56738,605,88,3,27,55,5666,2室1厅1厨1卫,低楼层,19,98.7,暂无数据,80.45,塔楼,东 北,2006,精装,钢混结构,集中供暖,两梯十户,70年,有,101101581047,商品房,2017-05-13,普通住宅,满两年,非共有,560,56738,2017-08-09,暂无价格,自行成交,2015-02,,,,,,,,,,,,,丰台
三环新城8号院,2017.08.09 ,16.9万,3322,18,7,0,1,0,9,车位,地下室,0,50.88,暂无数据,13.12,板楼,东 南 西 北,2007,毛坯,钢混结构,集中供暖,暂无数据,40年,有,101101896489,商品房,2017-08-02,车库,满五年,非共有,16.9,3322,2017-08-09,,,,,,,,,,,,,,,,丰台
苇子坑22号院,2017.08.09 ,306万,57090,320,32,2,60,59,3459,2室1厅1厨1卫,底层,6,53.6,暂无数据,暂无数据,板楼,南 北,1990,简装,混合结构,集中供暖,一梯两户,70年,无,101101790858,已购公房,2017-07-08,普通住宅,暂无数据,共有,306,57090,2017-08-09,,,,,,,,,,,,,,,,丰台
马家堡路23号院,2017.08.09 ,343万,57358,358,10,1,10,55,1849,2室1厅1厨1卫,高楼层,18,59.8,暂无数据,暂无数据,塔楼,西南,1990,简装,钢混结构,集中供暖,两梯七户,70年,有,101101887108,已购公房,2017-07-31,普通住宅,满五年,非共有,343,57358,2017-08-09,,,,,,,,,,,,,,,,丰台
太平桥小区,2017.08.09 ,486万,64405,540,110,3,78,26,2218,2室1厅1厨1卫,中楼层,24,75.46,平层,暂无数据,塔楼,西南,1990,简装,钢混结构,集中供暖,两梯八户,70年,有,101101499835,央产房,2017-04-21,普通住宅,暂无数据,非共有,486,64405,2017-08-09,,,,,,,,,,,,,,,,丰台
星河城西区,2017.08.09 ,330万,69285,342,26,2,17,0,暂无数据,1室1厅1厨1卫,高楼层,18,47.63,暂无数据,38.86,板塔结合,北,2006,精装,钢混结构,集中供暖,两梯六户,70年,有,101101816701,商品房,2017-07-15,普通住宅,满两年,共有,330,69285,2017-08-09,181.5,38107,2014-12-24,,,,,,,,,,,,,丰台
博龙家园,2017.08.09 ,325万,51719,348,24,1,22,35,2394,1室1厅1厨1卫,低楼层,19,62.84,暂无数据,47.06,板塔结合,西,2004,简装,钢混结构,集中供暖,两梯八户,70年,有,101101825857,私产,2017-07-17,普通住宅,满五年,非共有,325,51719,2017-08-09,,,,,,,,,,,,,,,,丰台
筑梦园,2017.08.09 ,355万,63586,362,10,1,8,21,870,1室1厅1厨1卫,高楼层,23,55.83,平层,42.46,板塔结合,北,2004,简装,钢混结构,自供暖,两梯七户,70年,有,101101886692,私产,2017-07-31,普通住宅,满五年,非共有,355,63586,2017-08-09,,,,,,,,,,,,,,,,丰台
富锦嘉园四区,2017.08.09 ,505万,52698,527,18,1,50,77,8642,2室1厅1厨2卫,底层,7,95.83,平层,85.86,板楼,南 北,2005,简装,钢混结构,自供暖,一梯两户,70年,无,101101847322,商品房,2017-07-22,普通住宅,满五年,非共有,505,52698,2017-08-09,,,,,,,,,,,,,,,,丰台
天骄俊园9号院,2017.08.09 ,268万,46343,297,86,2,6,96,4707,1室1厅1厨1卫,顶层,15,57.83,平层,46.05,板塔结合,南,2012,简装,钢混结构,自供暖,一梯两户,70年,有,101101586142,商品房,2017-05-15,普通住宅,暂无数据,非共有,268,46343,2017-08-09,,,,,,,,,,,,,,,,丰台
芳群园一区,2017.08.09 ,389万,69021,394.2,23,0,3,0,暂无数据,2室1厅1厨1卫,中楼层,22,56.36,暂无数据,暂无数据,塔楼,东南,1992,毛坯,钢混结构,集中供暖,两梯九户,70年,有,101101825567,央产房,2017-07-17,普通住宅,暂无数据,非共有,389,69021,2017-08-09,,,,,,,,,,,,,,,,丰台
万年花城三期,2017.08.08 ,37万,37000,37,38,0,4,0,暂无数据,车位,地下室,1,10,暂无数据,暂无数据,板塔结合,南,未知,毛坯,混合结构,集中供暖,暂无数据,50年,有,101101765536,商品房,2017-07-02,车库,暂无数据,非共有,37,37000,2017-08-08,,,,,,,,,,,,,,,,丰台
芳园,2017.08.08 ,256万,55352,265,79,4,31,128,4842,1室1厅1厨1卫,中楼层,6,46.25,暂无数据,34.7,板楼,南,1995,简装,混合结构,集中供暖,一梯三户,70年,无,101101609355,已购公房,2017-05-22,普通住宅,满五年,非共有,256,55352,2017-08-08,,,,,,,,,,,,,,,,丰台
兆丰园,2017.08.08 ,343.2万,51057,369,156,6,21,75,5615,1室1厅1厨1卫,中楼层,20,67.22,暂无数据,54.31,塔楼,西南,2000,精装,钢混结构,集中供暖,两梯八户,70年,有,101101288447,商品房,2017-03-06,普通住宅,满两年,非共有,343.2,51057,2017-08-08,226,33621,2013-10-18,,,,,,,,,,,,,丰台
石榴园北里小区,2017.08.08 ,290万,49028,320,148,6,52,339,16516,2室1厅1厨1卫,顶层,6,59.15,平层,暂无数据,板楼,东南,1998,简装,混合结构,集中供暖,一梯三户,70年,无,101101327300,已购公房,2017-03-13,普通住宅,满两年,非共有,290,49028,2017-08-08,,,,,,,,,,,,,,,,丰台
建欣苑一里,2017.08.08 ,346万,54843,366,47,1,11,26,1702,1室1厅1厨1卫,高楼层,6,63.09,平层,55.87,板楼,东 西,2001,精装,混合结构,自供暖,一梯两户,70年,无,101101729061,一类经济适用房,2017-06-23,普通住宅,满五年,非共有,346,54843,2017-08-08,,,,,,,,,,,,,,,,丰台
未来66,2017.08.08 ,285万,58188,290,6,0,17,27,1415,1室1厅1厨1卫,低楼层,22,48.98,暂无数据,38.21,塔楼,东北,2004,精装,钢混结构,集中供暖,三梯十四户,70年,有,101101899881,商品房,2017-08-03,普通住宅,满两年,非共有,285,58188,2017-08-08,暂无价格,其他公司成交,2014-08,,,,,,,,,,,,,丰台
建邦枫景,2017.08.08 ,442.2万,51617,455,68,4,45,147,9629,3室1厅1厨1卫,中楼层,22,85.67,暂无数据,66.9,板塔结合,东 西,2011,精装,钢混结构,集中供暖,两梯四户,70年,有,101101646180,限价商品房,2017-06-01,普通住宅,满五年,非共有,442.2,51617,2017-08-08,,,,,,,,,,,,,,,,丰台
威尔夏大道,2017.08.07 ,1215万,75933,1330,48,1,42,45,6140,3室2厅1厨2卫,低楼层,21,160.01,暂无数据,124.01,板塔结合,南 北,2006,精装,钢混结构,集中供暖,两梯两户,70年,有,101101725345,商品房,2017-06-21,普通住宅,满五年,非共有,1215,75933,2017-08-07,,,,,,,,,,,,,,,,丰台
太平桥西里,2017.08.07 ,388万,63712,415,58,3,53,22,1990,2室1厅1厨1卫,低楼层,21,60.9,平层,暂无数据,塔楼,南,1993,简装,钢混结构,集中供暖,两梯八户,70年,有,101101690697,商品房,2017-06-11,普通住宅,满五年,非共有,388,63712,2017-08-07,,,,,,,,,,,,,,,,丰台
鹏润家园,2017.08.07 ,418万,63575,447,144,5,15,16,1905,2室1厅1厨1卫,低楼层,16,65.75,暂无数据,53.72,板楼,东,2001,精装,钢混结构,集中供暖,两梯十七户,70年,有,101101347373,二类经济适用房,2017-03-17,普通住宅,满两年,非共有,418,63575,2017-08-07,,,,,,,,,,,,,,,,丰台
万科中粮假日风景,2017.08.07 ,548万,64087,580,8,0,0,0,暂无数据,2室1厅1厨1卫,中楼层,5,85.51,暂无数据,69.76,板楼,东 西,2007,其他,钢混结构,集中供暖,一梯两户,70年,无,101101885452,商品房,2017-07-30,普通住宅,满五年,非共有,548,64087,2017-08-07,,,,,,,,,,,,,,,,丰台
南庭新苑南区,2017.08.07 ,355万,51992,365,18,0,42,48,2836,2室1厅1厨1卫,中楼层,16,68.28,平层,56.18,板楼,南 北,2010,简装,钢混结构,集中供暖,两梯五户,70年,有,101101842708,二类经济适用房,2017-07-21,普通住宅,暂无数据,非共有,355,51992,2017-08-07,,,,,,,,,,,,,,,,丰台
怡海花园富润园,2017.08.07 ,1245万,53294,1400,231,1,11,21,4582,4室0厅0厨0卫,顶层,29,233.61,暂无数据,195.01,塔楼,东南,2002,其他,钢混结构,集中供暖,三梯八户,70年,有,101100983842,商品房,2016-12-20,普通住宅,暂无数据,非共有,1245,53294,2017-08-07,,,,,,,,,,,,,,,,丰台
世纪金色嘉园,2017.08.07 ,754万,65915,818,108,5,58,46,6444,2室2厅1厨2卫,高楼层,28,114.39,平层,98.16,塔楼,东,2003,精装,钢混结构,自供暖,三梯十二户,70年,有,101101500205,私产,2017-04-21,普通住宅,满五年,非共有,754,65915,2017-08-07,,,,,,,,,,,,,,,,丰台
芳星园三区,2017.08.07 ,326万,67917,350,11,0,7,0,暂无数据,1室1厅1厨1卫,中楼层,25,48,暂无数据,暂无数据,塔楼,南,1995,其他,钢混结构,集中供暖,两梯八户,70年,有,101101872697,已购公房,2017-07-28,普通住宅,暂无数据,暂无数据,326,67917,2017-08-07,,,,,,,,,,,,,,,,丰台
彩虹城三区,2017.08.07 ,485万,56606,510,85,2,24,29,2679,2室1厅1厨1卫,高楼层,16,85.68,平层,68.47,板塔结合,东 北,2005,简装,钢混结构,集中供暖,两梯四户,70年,有,101101584181,商品房,2017-05-14,普通住宅,满两年,非共有,485,56606,2017-08-07,,,,,,,,,,,,,,,,丰台
新华街六里,2017.08.07 ,348.5万,54624,355,129,6,31,106,5609,2室1厅1厨1卫,高楼层,6,63.8,平层,暂无数据,板楼,南 北,1995,简装,砖混结构,集中供暖,一梯两户,70年,无,101101415453,已购公房,2017-03-31,普通住宅,满五年,非共有,348.5,54624,2017-08-07,,,,,,,,,,,,,,,,丰台
南五里店45号院,2017.08.07 ,270万,48544,275,93,3,9,9,548,2室1厅1厨1卫,中楼层,6,55.62,暂无数据,暂无数据,板楼,南 北,1995,简装,混合结构,集中供暖,一梯两户,70年,无,101101554982,已购公房,2017-05-06,普通住宅,满两年,非共有,270,48544,2017-08-07,,,,,,,,,,,,,,,,丰台
保利百合,2017.08.07 ,1300万,89335,1350,82,1,26,0,43,3室1厅1厨2卫,高楼层,21,145.52,暂无数据,110.67,板塔结合,东 南 北,2009,精装,钢混结构,集中供暖,两梯两户,70年,有,101101595041,商品房,2017-05-18,普通住宅,满五年,非共有,1300,89335,2017-08-07,,,,,,,,,,,,,,,,丰台
马家堡西里,2017.08.07 ,266万,55696,286,102,2,137,92,4489,1室1厅1厨1卫,底层,6,47.76,暂无数据,暂无数据,板楼,南,1993,简装,混合结构,集中供暖,一梯两户,70年,无,101101522317,已购公房,2017-04-27,普通住宅,暂无数据,非共有,266,55696,2017-08-07,,,,,,,,,,,,,,,,丰台
威尔夏大道,2017.08.07 ,1200万,74991,1360,23,0,25,30,2278,3室2厅1厨2卫,低楼层,21,160.02,暂无数据,124.01,板塔结合,南 北,2006,精装,钢混结构,集中供暖,两梯三户,70年,有,101101821411,商品房,2017-07-16,普通住宅,满五年,非共有,1200,74991,2017-08-07,,,,,,,,,,,,,,,,丰台
威尔夏大道,2017.08.07 ,15万,4440,50,20,2,0,0,暂无数据,车位,地下室,0,33.79,暂无数据,暂无数据,板楼,东,未知,毛坯,钢混结构,暂无数据,暂无数据,40年,暂无数据,101101830444,商品房,2017-07-18,车库,暂无数据,非共有,15,4440,2017-08-07,,,,,,,,,,,,,,,,丰台
润枫锦尚,2017.08.07 ,403万,45236,410,44,3,17,45,3653,2室1厅1厨1卫,底层,10,89.09,暂无数据,76.46,板塔结合,南,2010,简装,钢混结构,自供暖,一梯四户,70年,有,101101736420,商品房,2017-06-24,普通住宅,满两年,非共有,403,45236,2017-08-07,,,,,,,,,,,,,,,,丰台
海户西里31号院,2017.08.07 ,425万,60378,435,8,0,28,34,1848,3室1厅1厨1卫,中楼层,6,70.39,暂无数据,暂无数据,板楼,南 北,1988,精装,砖混结构,集中供暖,一梯两户,70年,无,101101886208,已购公房,2017-07-30,普通住宅,满五年,非共有,425,60378,2017-08-07,,,,,,,,,,,,,,,,丰台
博龙家园,2017.08.06 ,274万,47405,276,94,3,38,167,7721,1室1厅1厨1卫,低楼层,19,57.8,暂无数据,44.73,板塔结合,北,2004,简装,钢混结构,集中供暖,两梯八户,70年,有,101101548515,私产,2017-05-05,普通住宅,满五年,非共有,274,47405,2017-08-06,,,,,,,,,,,,,,,,丰台
万年花城三期,2017.08.06 ,37.7万,13494,40,6,0,0,0,暂无数据,车位,地下室,1,27.94,暂无数据,12.09,板塔结合,东,2006,毛坯,混合结构,集中供暖,暂无数据,50年,有,101101893005,商品房,2017-08-01,车库,暂无数据,非共有,37.7,13494,2017-08-06,,,,,,,,,,,,,,,,丰台
亿朋苑一区,2017.08.06 ,650万,44999,736,229,3,28,68,7610,3室2厅1厨2卫,高楼层,6,144.45,暂无数据,129.61,板楼,南 北,2004,简装,混合结构,自供暖,一梯两户,70年,无,101100984744,商品房,2016-12-20,普通住宅,满五年,非共有,650,44999,2017-08-06,,,,,,,,,,,,,,,,丰台
新村四里,2017.08.06 ,280万,49867,299,15,0,4,32,1228,2室1厅1厨1卫,中楼层,6,56.15,暂无数据,暂无数据,板楼,南 北,1988,简装,混合结构,暂无数据,一梯三户,未知,暂无数据,101101847883,商品房,2017-07-22,普通住宅,暂无数据,非共有,280,49867,2017-08-06,175,31167,2016-04-17,,,,,,,,,,,,,丰台
育芳园,2017.08.06 ,415万,55870,445,64,2,33,57,3499,3室1厅1厨1卫,高楼层,6,74.28,平层,暂无数据,板楼,南 北,1993,精装,混合结构,集中供暖,一梯三户,70年,无,101101659677,私产,2017-06-04,普通住宅,满五年,非共有,415,55870,2017-08-06,,,,,,,,,,,,,,,,丰台
珠江骏景南区,2017.08.06 ,281.8万,50179,300,109,2,21,200,7689,1室1厅1厨1卫,高楼层,23,56.16,暂无数据,45.54,板塔结合,北,2007,精装,钢混结构,集中供暖,两梯五户,70年,有,101101495187,私产,2017-04-20,普通住宅,满五年,非共有,281.8,50179,2017-08-06,,,,,,,,,,,,,,,,丰台
高庄,2017.08.06 ,290万,50243,310,73,1,64,157,6756,2室1厅1厨1卫,顶层,6,57.72,暂无数据,暂无数据,板楼,南 北,1982,精装,砖混结构,集中供暖,一梯两户,70年,无,101101620208,央产房,2017-05-25,普通住宅,满五年,非共有,290,50243,2017-08-06,,,,,,,,,,,,,,,,丰台
张郭庄小区,2017.08.06 ,330万,35553,360,74,2,26,58,4133,3室1厅1厨1卫,中楼层,6,92.82,暂无数据,暂无数据,暂无数据,南 北,1998,简装,混合结构,暂无数据,一梯两户,70年,暂无数据,101101616551,央产房,2017-05-24,普通住宅,暂无数据,非共有,330,35553,2017-08-06,,,,,,,,,,,,,,,,丰台
三环新城7号院,2017.08.06 ,477万,52160,520,49,4,75,130,10464,2室1厅1厨1卫,高楼层,29,91.45,平层,73.83,板楼,南 北,2005,精装,钢混结构,自供暖,两梯六户,70年,有,101101712958,一类经济适用房,2017-06-18,普通住宅,满五年,非共有,477,52160,2017-08-06,,,,,,,,,,,,,,,,丰台
角门东里,2017.08.06 ,325万,59415,345,34,0,15,39,1868,2室1厅1厨1卫,高楼层,6,54.7,暂无数据,暂无数据,板楼,东南,1993,简装,混合结构,集中供暖,一梯三户,70年,无,101101772845,私产,2017-07-04,普通住宅,满五年,非共有,325,59415,2017-08-06,,,,,,,,,,,,,,,,丰台
诚苑南里,2017.08.06 ,347万,41747,350,36,0,13,44,1043,2室1厅1厨1卫,高楼层,9,83.12,暂无数据,72.08,板塔结合,南 北,2009,精装,钢混结构,集中供暖,两梯两户,70年,有,101101762600,一类经济适用房,2017-07-01,普通住宅,满五年,非共有,347,41747,2017-08-06,,,,,,,,,,,,,,,,丰台
太平桥西里,2017.08.06 ,445万,68695,470,44,2,10,8,170,2室2厅1厨1卫,低楼层,14,64.78,暂无数据,43.29,板塔结合,东 南,1983,精装,钢混结构,集中供暖,两梯七户,70年,有,101101732702,商品房,2017-06-24,普通住宅,满两年,共有,445,68695,2017-08-06,207,31955,2014-08-17,,,,,,,,,,,,,丰台
韩庄子二里,2017.08.06 ,238万,56533,255,43,3,37,89,3501,1室1厅1厨1卫,低楼层,6,42.1,平层,暂无数据,板楼,南,1992,精装,混合结构,集中供暖,一梯三户,70年,无,101101734266,商品房,2017-06-24,普通住宅,暂无数据,非共有,238,56533,2017-08-06,139,33096,2015-09-28,,,,,,,,,,,,,丰台
蒲黄榆四里,2017.08.06 ,340万,60715,360,31,1,25,47,2900,2室1厅1厨1卫,底层,6,56,暂无数据,56,板楼,东北,1992,简装,混合结构,集中供暖,一梯三户,70年,无,101101783918,私产,2017-07-07,普通住宅,满五年,非共有,340,60715,2017-08-06,,,,,,,,,,,,,,,,丰台
南庭新苑北区,2017.08.06 ,370万,53787,396,58,1,36,112,3967,2室1厅1厨1卫,低楼层,16,68.79,暂无数据,56.49,板楼,南 北,2009,精装,钢混结构,集中供暖,两梯四户,70年,有,101101683042,商品房,2017-06-10,普通住宅,满两年,非共有,370,53787,2017-08-06,,,,,,,,,,,,,,,,丰台
上海建筑,2017.08.06 ,608万,64360,660,41,1,52,54,4591,2室2厅1厨1卫,低楼层,15,94.47,平层,74.59,板塔结合,南,2010,精装,钢混结构,集中供暖,两梯四户,70年,有,101101742017,商品房,2017-06-26,普通住宅,满两年,非共有,608,64360,2017-08-06,,,,,,,,,,,,,,,,丰台
永兴里,2017.08.06 ,200万,36969,215,83,3,42,515,22766,2室1厅1厨1卫,高楼层,6,54.1,暂无数据,暂无数据,板楼,东 西,1998,简装,混合结构,暂无数据,一梯一户,未知,暂无数据,101101585535,已购公房,2017-05-15,普通住宅,满五年,非共有,200,36969,2017-08-06,,,,,,,,,,,,,,,,丰台
珠江峰景,2017.08.06 ,846万,65102,900,129,6,216,123,12483,3室1厅1厨2卫,中楼层,11,129.95,平层,109.07,板塔结合,南 北,2006,精装,钢混结构,集中供暖,一梯两户,70年,有,101101408657,商品房,2017-03-30,普通住宅,满五年,非共有,846,65102,2017-08-06,,,,,,,,,,,,,,,,丰台
西罗园南里,2017.08.06 ,350万,57852,360,81,1,57,173,11389,3室1厅1厨1卫,高楼层,6,60.5,暂无数据,暂无数据,板楼,南 北,1993,简装,砖混结构,集中供暖,一梯三户,70年,无,101101593054,已购公房,2017-05-17,普通住宅,满五年,非共有,350,57852,2017-08-06,,,,,,,,,,,,,,,,丰台
万年花城四期,2017.08.05 ,610万,65262,654,140,7,27,36,2998,2室1厅1厨1卫,高楼层,27,93.47,平层,76.57,塔楼,东南 北,2008,精装,钢混结构,集中供暖,三梯十户,70年,有,101101356029,商品房,2017-03-19,普通住宅,暂无数据,非共有,610,65262,2017-08-05,390.7,41800,2015-11-16,,,,,,,,,,,,,丰台
